id,depair,destair,indepartcode,inarrivecode,outflightno,outdepartdate,outdeparttime,outarrivaldate,outarrivaltime,outbookingclass,outflightclass,outcarriercode,inflightno,indepartdate,indeparttime,inarrivaldate,inarrivaltime,inbookingclass,inflightclass,incarriercode,originalprice,originalcurrency,reservation,carrier,oneway
1787788,LGW,BCN,BCN,LGW,EZY8571,2018-01-12,06:55:00,2018-01-12,10:00:00,,,,EZY8572,2018-01-19,10:35:00,2018-01-19,12:05:00,,,,108.960,GBP,ESWP7S8,EasyJet,0
1824029,LGW,AGP,AGP,LGW,EZY8605,2018-01-12,09:30:00,2018-01-12,13:25:00,,Standard,,EZY8606,2018-01-19,14:00:00,2018-01-19,15:50:00,,Standard,,77.510,GBP,ET6BRRX,EasyJet,0
1852379,AGP,LGW,,,EZY8610,2018-01-12,21:10:00,2018-01-12,23:00:00,,Standard,,,,00:00:00,,00:00:00,,,,73.360,GBP,ETDQC1Z,EasyJet,1
1730143,LGW,LPA,LPA,LGW,EZY8691,2018-01-12,07:25:00,2018-01-12,11:55:00,,,,EZY8692,2018-01-19,12:35:00,2018-01-19,16:55:00,,,,128.960,GBP,ESJVNKF,EasyJet,0
1796363,LGW,TFS,TFS,LGW,EZY8705,2018-01-12,13:50:00,2018-01-12,18:20:00,,Standard,,EZY8704,2018-01-26,13:15:00,2018-01-26,17:40:00,,Standard,,368.610,GBP,ESZGQS3,EasyJet,0
1833943,LGW,VIE,VIE,LGW,EZY8953,2018-01-12,17:00:00,2018-01-12,20:10:00,,Standard,,EZY8954,2018-01-16,20:45:00,2018-01-16,22:10:00,,Standard,,133.140,GBP,ET8P14Q,EasyJet,0
1733120,LGW,PRG,PRG,LGW,EZY8993,2018-01-12,09:00:00,2018-01-12,12:00:00,,,,EZY8998,2018-01-15,21:25:00,2018-01-15,22:35:00,,,,116.960,GBP,ESKD53Z,EasyJet,0
1741698,LGW,PRG,PRG,LGW,EZY8993,2018-01-12,09:00:00,2018-01-12,12:00:00,,,,EZY8994,2018-01-15,12:35:00,2018-01-15,13:45:00,,,,122.960,GBP,ESLSS6T,EasyJet,0
1654977,MAN,PRG,PRG,MAN,EZY1801,2018-01-13,14:40:00,2018-01-13,17:40:00,,,,EZY1802,2018-01-16,21:00:00,2018-01-16,22:15:00,,,,108.960,GBP,ES2XCHB,EasyJet,0
1655505,MAN,PRG,PRG,MAN,EZY1801,2018-01-13,14:40:00,2018-01-13,17:40:00,,,,EZY1802,2018-01-16,21:00:00,2018-01-16,22:15:00,,,,108.960,GBP,ES32K4G,EasyJet,0
1661079,MAN,PRG,PRG,MAN,EZY1801,2018-01-13,14:40:00,2018-01-13,17:40:00,,,,EZY1802,2018-01-16,21:00:00,2018-01-16,22:15:00,,,,113.960,GBP,ES3ZD3V,EasyJet,0
1714199,MAN,KEF,KEF,MAN,EZY1805,2018-01-13,07:45:00,2018-01-13,10:40:00,,,,EZY1808,2018-01-16,19:30:00,2018-01-16,22:10:00,,,,180.960,GBP,ESG36FD,EasyJet,0
1750653,MAN,KEF,KEF,MAN,EZY1805,2018-01-13,07:45:00,2018-01-13,10:40:00,,,,EZY1806,2018-01-16,11:20:00,2018-01-16,14:00:00,,,,136.960,GBP,ESN5G4C,EasyJet,0
1770458,MAN,KEF,KEF,MAN,EZY1805,2018-01-13,07:45:00,2018-01-13,10:40:00,,,,EZY1808,2018-01-16,19:30:00,2018-01-16,22:10:00,,,,160.960,GBP,ESRN459,EasyJet,0
1780462,MAN,KEF,KEF,MAN,EZY1805,2018-01-13,07:45:00,2018-01-13,10:40:00,,,,EZY1808,2018-01-16,19:30:00,2018-01-16,22:10:00,,,,370.920,GBP,ESTVRZF,EasyJet,0
1653975,MAN,KEF,KEF,MAN,EZY1807,2018-01-13,14:00:00,2018-01-13,16:50:00,,,,EZY1806,2018-01-17,11:20:00,2018-01-17,14:00:00,,,,164.960,GBP,ES2RHR1,EasyJet,0
1679493,MAN,KEF,KEF,MAN,EZY1807,2018-01-13,14:00:00,2018-01-13,16:50:00,,,,EZY1806,2018-01-17,11:20:00,2018-01-17,14:00:00,,,,184.960,GBP,ES7G75L,EasyJet,0
1721585,MAN,KEF,KEF,MAN,EZY1807,2018-01-13,14:00:00,2018-01-13,16:50:00,,,,EZY1806,2018-01-16,11:20:00,2018-01-16,14:00:00,,,,155.960,GBP,ESHC8PT,EasyJet,0
1730963,MAN,KEF,KEF,MAN,EZY1807,2018-01-13,14:00:00,2018-01-13,16:50:00,,,,EZY1806,2018-01-17,11:20:00,2018-01-17,14:00:00,,,,172.670,GBP,ESK1QHP,EasyJet,0
1659322,MAN,KRK,KRK,MAN,EZY1871,2018-01-13,06:50:00,2018-01-13,10:25:00,,,,EZY1872,2018-01-16,18:50:00,2018-01-16,20:35:00,,,,138.960,GBP,ES3PDVK,EasyJet,0
1802001,MAN,SXF,SXF,MAN,EZY1897,2018-01-13,07:10:00,2018-01-13,10:10:00,,Standard,,EZY1892,2018-01-14,21:40:00,2018-01-14,22:45:00,,Standard,,133.950,GBP,ET1RFQ5,EasyJet,0
1793897,MAN,GVA,GVA,MAN,EZY1951,2018-01-13,12:55:00,2018-01-13,15:55:00,,Standard,,EZY1950,2018-01-20,11:15:00,2018-01-20,12:10:00,,Standard,,177.720,GBP,ESXZKV1,EasyJet,0
1844929,MAN,MLA,MLA,MAN,EZY1995,2018-01-13,14:45:00,2018-01-13,19:15:00,,Standard,,EZY1996,2018-01-29,12:55:00,2018-01-29,15:30:00,,Standard,,75.650,GBP,ETCBNTF,EasyJet,0
1778407,LTN,PFO,PFO,LTN,EZY2133,2018-01-13,11:20:00,2018-01-13,17:50:00,,,,EZY2134,2018-01-20,18:30:00,2018-01-20,21:30:00,,,,116.960,GBP,ESTGBPT,EasyJet,0
1809733,STN,KEF,KEF,STN,EZY3033,2018-01-13,14:50:00,2018-01-13,18:00:00,,Standard,,EZY3034,2018-01-16,17:00:00,2018-01-16,20:00:00,,Standard,,144.960,GBP,ET3CP9K,EasyJet,0
1748561,BRS,FUE,FUE,BRS,EZY6065,2018-01-13,13:35:00,2018-01-13,17:40:00,,,,EZY6066,2018-02-24,18:20:00,2018-02-24,22:25:00,,,,350.960,GBP,ESMVP1R,EasyJet,0
1738321,BRS,FNC,FNC,BRS,EZY6245,2018-01-13,15:45:00,2018-01-13,19:15:00,,,,EZY6246,2018-01-22,11:25:00,2018-01-22,15:05:00,,,,214.960,GBP,ESL92RX,EasyJet,0
1814227,BRS,FNC,FNC,BRS,EZY6245,2018-01-13,15:45:00,2018-01-13,19:15:00,,Standard,,EZY6246,2018-01-20,19:55:00,2018-01-20,23:35:00,,Standard,,328.960,GBP,ET48MD4,EasyJet,0
1718083,BRS,PFO,PFO,BRS,EZY6261,2018-01-13,12:15:00,2018-01-13,18:45:00,,,,EZY6262,2018-01-20,19:25:00,2018-01-20,22:35:00,,,,149.960,GBP,ESGSVKK,EasyJet,0
1704618,NCL,AGP,AGP,NCL,EZY6407,2018-01-13,06:30:00,2018-01-13,10:50:00,,,,EZY6408,2018-01-18,19:05:00,2018-01-18,21:25:00,,,,155.940,GBP,ESD79VK,EasyJet,0
1828791,NCL,AGP,AGP,NCL,EZY6407,2018-01-13,06:30:00,2018-01-13,10:50:00,,Standard,,EZY6408,2018-01-23,19:05:00,2018-01-23,21:25:00,,Standard,,124.020,GBP,ET7GWFC,EasyJet,0
1834174,NCL,AGP,AGP,NCL,EZY6407,2018-01-13,06:30:00,2018-01-13,10:50:00,,Standard,,EZY6408,2018-01-27,11:25:00,2018-01-27,13:45:00,,Standard,,118.120,GBP,ET8QV9N,EasyJet,0
1845992,NCL,TFS,TFS,NCL,EZY6423,2018-01-13,14:35:00,2018-01-13,19:30:00,,Standard,,EZY6424,2018-01-20,20:15:00,2018-01-21,00:55:00,,Standard,,107.970,GBP,ETCHJRJ,EasyJet,0
1828783,NCL,FAO,FAO,NCL,EZY6445,2018-01-13,15:55:00,2018-01-13,19:10:00,,Standard,,EZY6446,2018-01-16,19:40:00,2018-01-16,22:55:00,,Standard,,130.960,GBP,ET7GVS3,EasyJet,0
1848628,NCL,FAO,FAO,NCL,EZY6445,2018-01-13,15:55:00,2018-01-13,19:10:00,,Standard,,EZY6446,2018-01-16,19:40:00,2018-01-16,22:55:00,,Standard,,221.190,GBP,ETD4R67,EasyJet,0
1665785,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,14:30:00,2018-01-13,19:05:00,,,,EZY6498,2018-02-03,19:45:00,2018-02-03,22:35:00,,,,138.960,GBP,ES4PTJT,EasyJet,0
1697151,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,14:30:00,2018-01-13,19:05:00,,,,EZY6498,2018-01-27,19:45:00,2018-01-27,22:35:00,,,,130.960,GBP,ESBWHX2,EasyJet,0
1738673,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,,,EZY6498,2018-01-20,20:15:00,2018-01-20,23:05:00,,,,106.010,GBP,ESL9V9M,EasyJet,0
1746980,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,,,EZY6498,2018-01-20,20:15:00,2018-01-20,23:05:00,,,,100.960,GBP,ESMMBWT,EasyJet,0
1754869,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,,,EZY6498,2018-02-20,12:30:00,2018-02-20,15:15:00,,,,142.960,GBP,ESNTRW2,EasyJet,0
1769003,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,,,EZY6498,2018-01-20,20:15:00,2018-01-20,23:05:00,,,,114.960,GBP,ESRC7WP,EasyJet,0
1821109,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,Standard,,EZY6498,2018-02-10,20:15:00,2018-02-10,23:05:00,,Standard,,108.960,GBP,ET5R1T1,EasyJet,0
1832785,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,Standard,,EZY6498,2018-01-20,20:15:00,2018-01-20,23:05:00,,Standard,,81.790,GBP,ET8D566,EasyJet,0
1834846,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,Standard,,EZY6498,2018-01-20,20:15:00,2018-01-20,23:05:00,,Standard,,148.420,GBP,ET8W19M,EasyJet,0
1840833,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,Standard,,EZY6498,2018-01-20,20:15:00,2018-01-20,23:05:00,,Standard,,152.460,GBP,ETBBHB2,EasyJet,0
1849941,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,Standard,,EZY6498,2018-01-27,20:15:00,2018-01-27,23:05:00,,Standard,,139.340,GBP,ETDCM3Z,EasyJet,0
1854507,NCL,MLA,MLA,NCL,EZY6497,2018-01-13,15:00:00,2018-01-13,19:35:00,,Standard,,EZY6498,2018-01-20,20:15:00,2018-01-20,23:05:00,,Standard,,150.440,GBP,ETF4B86,EasyJet,0
1824499,EDI,KEF,KEF,EDI,EZY6941,2018-01-13,13:30:00,2018-01-13,15:55:00,,Standard,,EZY6942,2018-01-16,19:35:00,2018-01-16,21:50:00,,Standard,,202.960,GBP,ET6FFHJ,EasyJet,0
1838359,EDI,KEF,KEF,EDI,EZY6941,2018-01-13,13:30:00,2018-01-13,15:55:00,,Standard,,EZY6942,2018-01-16,19:35:00,2018-01-16,21:50:00,,Standard,,174.680,GBP,ET9Q682,EasyJet,0
1804434,LPL,FAO,,,EZY7195,2018-01-13,16:35:00,2018-01-13,19:30:00,,Standard,,,,00:00:00,,00:00:00,,,,142.980,GBP,ET298LX,EasyJet,1
1795133,SEN,FAO,FAO,SEN,EZY7361,2018-01-13,06:55:00,2018-01-13,10:00:00,,Standard,,EZY7362,2018-01-23,13:55:00,2018-01-23,16:50:00,,Standard,,102.960,GBP,ESZ7KFG,EasyJet,0
1856762,LGW,AGA,AGA,LGW,EZY8149,2018-01-13,14:25:00,2018-01-13,18:20:00,,Standard,,EZY8150,2018-01-25,11:50:00,2018-01-25,15:40:00,,Standard,,212.640,GBP,ETFHF8W,EasyJet,0
1750886,IOM,LGW,LGW,IOM,EZY854,2018-01-13,09:50:00,2018-01-13,11:00:00,,,,EZY855,2018-01-25,18:10:00,2018-01-25,19:30:00,,,,77.980,GBP,ESN731Q,EasyJet,0
1678609,LGW,CTA,CTA,LGW,EZY8567,2018-01-13,08:45:00,2018-01-13,12:55:00,,,,EZY8568,2018-01-16,17:00:00,2018-01-16,19:15:00,,,,172.470,GBP,ES77HM5,EasyJet,0
1853659,LGW,ACE,ACE,LGW,EZY8681,2018-01-13,07:40:00,2018-01-13,12:00:00,,Standard,,EZY8682,2018-01-25,12:40:00,2018-01-25,16:45:00,,Standard,,271.640,GBP,ETF1HML,EasyJet,0
1799841,LGW,TFS,TFS,LGW,EZY8705,2018-01-13,13:50:00,2018-01-13,18:20:00,,Standard,,EZY8704,2018-02-10,12:10:00,2018-02-10,16:35:00,,Standard,,238.960,GBP,ET18LGP,EasyJet,0
1684732,LGW,FAO,FAO,LGW,EZY8913,2018-01-13,06:30:00,2018-01-13,09:20:00,,,,EZY8914,2018-02-10,09:50:00,2018-02-10,12:45:00,,,,122.960,GBP,ES8JKDD,EasyJet,0
1657011,MAN,PRG,PRG,MAN,EZY1801,2018-01-14,17:30:00,2018-01-14,20:30:00,,,,EZY1802,2018-01-18,21:00:00,2018-01-18,22:15:00,,,,111.960,GBP,ES3BPPN,EasyJet,0
1656699,MAN,KEF,KEF,MAN,EZY1805,2018-01-14,07:45:00,2018-01-14,10:40:00,,,,EZY1806,2018-01-18,11:20:00,2018-01-18,14:00:00,,,,174.960,GBP,ES38L1L,EasyJet,0
1735583,MAN,AMS,AMS,MAN,EZY1831,2018-01-14,07:30:00,2018-01-14,09:55:00,,,,EZY1836,2018-01-17,21:15:00,2018-01-17,21:35:00,,,,112.960,GBP,ESKS7S3,EasyJet,0
1819902,MAN,CDG,CDG,MAN,EZY1927,2018-01-14,17:30:00,2018-01-14,20:00:00,,Standard,,EZY1928,2018-01-16,20:25:00,2018-01-16,20:55:00,,Standard,,116.500,GBP,ET5GZJH,EasyJet,0
1844239,MAN,ATH,ATH,MAN,EZY1947,2018-01-14,06:35:00,2018-01-14,12:25:00,,Standard,,EZY1948,2018-01-28,13:05:00,2018-01-28,15:15:00,,Standard,,262.600,GBP,ETC6W2Q,EasyJet,0
1650248,BRS,VCE,VCE,BRS,EZY3362,2018-01-14,15:20:00,2018-01-14,18:35:00,,,,EZY3361,2018-01-18,16:45:00,2018-01-18,18:10:00,,,,100.240,GBP,ES24QRH,EasyJet,0
1650892,BRS,VCE,VCE,BRS,EZY3362,2018-01-14,15:20:00,2018-01-14,18:35:00,,,,EZY3361,2018-01-18,16:45:00,2018-01-18,18:10:00,,,,108.220,GBP,ES28GX1,EasyJet,0
1652019,BRS,VCE,VCE,BRS,EZY3362,2018-01-14,15:20:00,2018-01-14,18:35:00,,,,EZY3361,2018-01-18,16:45:00,2018-01-18,18:10:00,,,,108.100,GBP,ES2FGQX,EasyJet,0
1652276,BRS,VCE,VCE,BRS,EZY3362,2018-01-14,15:20:00,2018-01-14,18:35:00,,,,EZY3361,2018-01-18,16:45:00,2018-01-18,18:10:00,,,,61.550,GBP,ES2G7GW,EasyJet,0
1652832,BRS,VCE,VCE,BRS,EZY3362,2018-01-14,15:20:00,2018-01-14,18:35:00,,,,EZY3361,2018-01-18,16:45:00,2018-01-18,18:10:00,,,,113.040,GBP,ES2JSBR,EasyJet,0
1657810,BRS,VCE,VCE,BRS,EZY3362,2018-01-14,15:20:00,2018-01-14,18:35:00,,,,EZY3361,2018-01-18,16:45:00,2018-01-18,18:10:00,,,,134.080,GBP,ES3GBNH,EasyJet,0
1842724,BRS,VCE,VCE,BRS,EZY3362,2018-01-14,15:20:00,2018-01-14,18:35:00,,Standard,,EZY3361,2018-01-18,16:45:00,2018-01-18,18:10:00,,Standard,,97.340,GBP,ETBQJB5,EasyJet,0
1649917,BRS,KEF,KEF,BRS,EZY6001,2018-01-14,08:15:00,2018-01-14,11:20:00,,,,EZY6002,2018-01-18,11:30:00,2018-01-18,14:25:00,,,,203.960,GBP,ES23JLF,EasyJet,0
1649983,BRS,KEF,KEF,BRS,EZY6001,2018-01-14,08:15:00,2018-01-14,11:20:00,,,,EZY6002,2018-01-18,11:30:00,2018-01-18,14:25:00,,,,206.960,GBP,ES23STH,EasyJet,0
1650196,BRS,KEF,KEF,BRS,EZY6001,2018-01-14,08:15:00,2018-01-14,11:20:00,,,,EZY6002,2018-01-18,11:30:00,2018-01-18,14:25:00,,,,218.960,GBP,ES24KLR,EasyJet,0
1650236,BRS,KEF,KEF,BRS,EZY6001,2018-01-14,08:15:00,2018-01-14,11:20:00,,,,EZY6002,2018-01-18,11:30:00,2018-01-18,14:25:00,,,,218.960,GBP,ES24PLX,EasyJet,0
1650367,BRS,KEF,KEF,BRS,EZY6001,2018-01-14,08:15:00,2018-01-14,11:20:00,,,,EZY6002,2018-01-18,11:30:00,2018-01-18,14:25:00,,,,240.960,GBP,ES253XF,EasyJet,0
1849423,BRS,AGP,,,EZY6051,2018-01-14,06:35:00,2018-01-14,10:10:00,,Standard,,,,00:00:00,,00:00:00,,,,42.230,GBP,ETD9VK2,EasyJet,1
1683804,BRS,FCO,FCO,BRS,EZY6185,2018-01-14,12:45:00,2018-01-14,16:20:00,,,,EZY6186,2018-01-18,21:20:00,2018-01-18,23:05:00,,,,144.680,GBP,ES89HLP,EasyJet,0
1798440,BRS,FCO,FCO,BRS,EZY6185,2018-01-14,12:45:00,2018-01-14,16:20:00,,Standard,,EZY6186,2018-01-18,21:20:00,2018-01-18,23:05:00,,Standard,,122.440,GBP,ESZXPN4,EasyJet,0
1838058,BRS,LIS,LIS,BRS,EZY6253,2018-01-14,08:00:00,2018-01-14,10:30:00,,Standard,,EZY6254,2018-01-21,11:00:00,2018-01-21,13:30:00,,Standard,,237.630,GBP,ET9NLZD,EasyJet,0
1752659,NCL,ALC,ALC,NCL,EZY6417,2018-01-14,07:00:00,2018-01-14,11:00:00,,,,EZY6418,2018-02-25,11:35:00,2018-02-25,13:40:00,,,,140.960,GBP,ESNH2M3,EasyJet,0
1755780,NCL,ALC,ALC,NCL,EZY6417,2018-01-14,07:00:00,2018-01-14,11:00:00,,,,EZY6418,2018-01-21,11:35:00,2018-01-21,13:40:00,,,,124.960,GBP,ESNZDJC,EasyJet,0
1803218,NCL,ALC,ALC,NCL,EZY6417,2018-01-14,07:00:00,2018-01-14,11:00:00,,Standard,,EZY6418,2018-01-28,11:35:00,2018-01-28,13:40:00,,Standard,,70.980,GBP,ET219WJ,EasyJet,0
1813628,NCL,ALC,ALC,NCL,EZY6417,2018-01-14,07:00:00,2018-01-14,11:00:00,,Standard,,EZY6418,2018-01-18,11:40:00,2018-01-18,13:45:00,,Standard,,110.960,GBP,ET449QP,EasyJet,0
1813720,NCL,ALC,ALC,NCL,EZY6417,2018-01-14,07:00:00,2018-01-14,11:00:00,,Standard,,EZY6418,2018-01-18,11:40:00,2018-01-18,13:45:00,,Standard,,145.940,GBP,ET451S9,EasyJet,0
1836695,NCL,ALC,ALC,NCL,EZY6417,2018-01-14,07:00:00,2018-01-14,11:00:00,,Standard,,EZY6418,2018-02-10,11:35:00,2018-02-10,13:40:00,,Standard,,66.560,GBP,ET99ZMZ,EasyJet,0
1838622,NCL,ALC,ALC,NCL,EZY6417,2018-01-14,07:00:00,2018-01-14,11:00:00,,Standard,,EZY6418,2018-01-18,11:40:00,2018-01-18,13:45:00,,Standard,,66.560,GBP,ET9S9JN,EasyJet,0
1662432,EDI,KEF,KEF,EDI,EZY6941,2018-01-14,18:00:00,2018-01-14,20:25:00,,,,EZY6942,2018-01-18,19:35:00,2018-01-18,21:50:00,,,,218.940,GBP,ES44TV9,EasyJet,0
1809355,LPL,ALC,ALC,LPL,EZY7123,2018-01-14,07:20:00,2018-01-14,11:10:00,,Standard,,EZY7124,2018-02-04,11:45:00,2018-02-04,13:40:00,,Standard,,148.960,GBP,ET3937G,EasyJet,0
1765875,LPL,KRK,KRK,LPL,EZY7251,2018-01-14,06:45:00,2018-01-14,10:20:00,,,,EZY7252,2018-01-19,11:00:00,2018-01-19,12:50:00,,,,95.960,GBP,ESQP38W,EasyJet,0
1822047,SEN,MLA,MLA,SEN,EZY7431,2018-01-14,13:40:00,2018-01-14,17:55:00,,Standard,,EZY7432,2018-01-21,18:40:00,2018-01-21,21:05:00,,Standard,,101.970,GBP,ET5WSS5,EasyJet,0
1754141,LGW,VCE,VCE,LGW,EZY8061,2018-01-14,08:40:00,2018-01-14,11:50:00,,,,EZY8070,2018-01-17,20:30:00,2018-01-17,21:40:00,,,,104.720,GBP,ESNQFRB,EasyJet,0
1825571,LGW,VCE,VCE,LGW,EZY8061,2018-01-14,08:40:00,2018-01-14,11:50:00,,Standard,,EZY8070,2018-01-17,20:30:00,2018-01-17,21:40:00,,Standard,,96.560,GBP,ET6NZ7R,EasyJet,0
1847361,LGW,FNC,FNC,LGW,EZY8135,2018-01-14,07:15:00,2018-01-14,11:05:00,,Standard,,EZY8136,2018-01-21,11:45:00,2018-01-21,15:30:00,,Standard,,342.340,GBP,ETCVKRH,EasyJet,0
1774621,BFS,LGW,LGW,BFS,EZY834,2018-01-14,16:05:00,2018-01-14,17:30:00,,,,EZY837,2018-01-28,16:15:00,2018-01-28,17:45:00,,,,108.030,GBP,ESSMM5F,EasyJet,0
1814013,LGW,FUE,FUE,LGW,EZY8535,2018-01-14,07:10:00,2018-01-14,11:30:00,,Standard,,EZY8538,2018-01-24,18:40:00,2018-01-24,22:55:00,,Standard,,140.350,GBP,ET477P7,EasyJet,0
1836056,LGW,FUE,FUE,LGW,EZY8535,2018-01-14,07:10:00,2018-01-14,11:30:00,,Standard,,EZY8536,2018-01-21,12:10:00,2018-01-21,16:25:00,,Standard,,283.760,GBP,ET959W7,EasyJet,0
1749763,BCN,LGW,,,EZY8576,2018-01-14,12:30:00,2018-01-14,13:50:00,,,,,,00:00:00,,00:00:00,,,,113.940,GBP,ESN2B5N,EasyJet,1
1750703,BCN,LGW,,,EZY8576,2018-01-14,12:30:00,2018-01-14,13:50:00,,,,,,00:00:00,,00:00:00,,,,117.100,GBP,ESN5LTK,EasyJet,1
1797145,LGW,TFS,TFS,LGW,EZY8703,2018-01-14,08:00:00,2018-01-14,12:35:00,,Standard,,EZY8704,2018-01-21,13:15:00,2018-01-21,17:40:00,,Standard,,213.960,GBP,ESZP7GZ,EasyJet,0
1655575,MAN,PRG,PRG,MAN,EZY1801,2018-01-15,06:15:00,2018-01-15,09:15:00,,,,EZY1802,2018-01-18,21:00:00,2018-01-18,22:15:00,,,,110.960,GBP,ES32XDB,EasyJet,0
1701529,MAN,PRG,PRG,MAN,EZY1801,2018-01-15,06:15:00,2018-01-15,09:15:00,,,,EZY1802,2018-01-18,21:00:00,2018-01-18,22:15:00,,,,108.960,GBP,ESCN34G,EasyJet,0
1706869,MAN,PRG,PRG,MAN,EZY1801,2018-01-15,06:15:00,2018-01-15,09:15:00,,,,EZY1802,2018-01-18,21:00:00,2018-01-18,22:15:00,,,,111.960,GBP,ESDPKZS,EasyJet,0
1676175,MAN,KEF,KEF,MAN,EZY1805,2018-01-15,16:00:00,2018-01-15,18:50:00,,,,EZY1806,2018-01-18,11:20:00,2018-01-18,14:00:00,,,,184.960,GBP,ES6QKHZ,EasyJet,0
1823448,MAN,AMS,AMS,MAN,EZY1831,2018-01-15,07:00:00,2018-01-15,09:25:00,,Standard,,EZY1834,2018-01-18,17:15:00,2018-01-18,17:35:00,,Standard,,314.900,GBP,ET67CTW,EasyJet,0
1654327,MAN,VCE,VCE,MAN,EZY1863,2018-01-15,11:30:00,2018-01-15,14:50:00,,,,EZY1864,2018-01-18,15:25:00,2018-01-18,16:55:00,,,,104.040,GBP,ES2SNXQ,EasyJet,0
1659126,MAN,VCE,VCE,MAN,EZY1863,2018-01-15,11:30:00,2018-01-15,14:50:00,,,,EZY1864,2018-01-18,15:25:00,2018-01-18,16:55:00,,,,108.080,GBP,ES3NKTM,EasyJet,0
1663734,MAN,VCE,VCE,MAN,EZY1863,2018-01-15,11:30:00,2018-01-15,14:50:00,,,,EZY1864,2018-01-18,15:25:00,2018-01-18,16:55:00,,,,113.000,GBP,ES4B8X3,EasyJet,0
1832598,MAN,TFS,TFS,MAN,EZY1901,2018-01-15,07:45:00,2018-01-15,12:30:00,,Standard,,EZY1902,2018-01-24,13:10:00,2018-01-24,17:55:00,,Standard,,292.860,GBP,ET8BCF2,EasyJet,0
1821161,MAN,PFO,PFO,MAN,EZY1973,2018-01-15,12:30:00,2018-01-15,19:15:00,,Standard,,EZY1976,2018-01-19,21:10:00,2018-01-20,00:20:00,,Standard,,464.920,GBP,ET5R845,EasyJet,0
1807172,MAN,MLA,MLA,MAN,EZY1995,2018-01-15,07:45:00,2018-01-15,12:15:00,,Standard,,EZY1996,2018-02-19,12:55:00,2018-02-19,15:30:00,,Standard,,81.790,GBP,ET2TW13,EasyJet,0
1844041,MAN,MLA,MLA,MAN,EZY1995,2018-01-15,07:45:00,2018-01-15,12:15:00,,Standard,,EZY1996,2018-01-22,12:55:00,2018-01-22,15:30:00,,Standard,,146.400,GBP,ETC641R,EasyJet,0
1801156,LTN,KEF,KEF,LGW,EZY2295,2018-01-15,07:45:00,2018-01-15,11:00:00,,Standard,,EZY8508,2018-01-20,19:30:00,2018-01-20,22:40:00,,Standard,,119.960,GBP,ET1JRXB,EasyJet,0
1660006,BRS,VCE,VCE,BRS,EZY3362,2018-01-15,18:40:00,2018-01-15,21:55:00,,,,EZY3361,2018-01-19,13:25:00,2018-01-19,14:50:00,,,,100.060,GBP,ES3SMD1,EasyJet,0
1747592,BRS,AMS,AMS,BRS,EZY6161,2018-01-15,07:50:00,2018-01-15,10:10:00,,,,EZY6168,2018-01-19,21:20:00,2018-01-19,21:40:00,,,,238.920,GBP,ESMQLRQ,EasyJet,0
1647553,BRS,FCO,FCO,BRS,EZY6185,2018-01-15,12:45:00,2018-01-15,16:20:00,,,,EZY6186,2018-01-19,17:00:00,2018-01-19,18:45:00,,,,137.940,GBP,ES1JMDP,EasyJet,0
1829028,BRS,FCO,FCO,BRS,EZY6185,2018-01-15,12:45:00,2018-01-15,16:20:00,,Standard,,EZY6186,2018-01-18,21:20:00,2018-01-18,23:05:00,,Standard,,176.140,GBP,ET7HQSB,EasyJet,0
1782295,BRS,PSA,PSA,BRS,EZY6189,2018-01-15,10:20:00,2018-01-15,13:30:00,,,,EZY6190,2018-01-19,15:10:00,2018-01-19,16:35:00,,,,100.500,GBP,ESVFFB3,EasyJet,0
1670129,BRS,FNC,FNC,BRS,EZY6245,2018-01-15,07:10:00,2018-01-15,10:45:00,,,,EZY6246,2018-01-22,11:25:00,2018-01-22,15:05:00,,,,206.980,GBP,ES5HV97,EasyJet,0
1789192,BRS,PRG,PRG,BRS,EZY6265,2018-01-15,07:30:00,2018-01-15,10:30:00,,,,EZY6266,2018-01-19,16:55:00,2018-01-19,18:15:00,,,,110.960,GBP,ESX2WRF,EasyJet,0
1795038,BRS,PRG,PRG,BRS,EZY6265,2018-01-15,07:30:00,2018-01-15,10:30:00,,Standard,,EZY6266,2018-01-19,16:55:00,2018-01-19,18:15:00,,Standard,,109.960,GBP,ESZ73CV,EasyJet,0
1746472,BRS,KRK,KRK,BRS,EZY6275,2018-01-15,10:10:00,2018-01-15,13:45:00,,,,EZY6276,2018-01-18,11:00:00,2018-01-18,12:40:00,,,,134.960,GBP,ESMKNKH,EasyJet,0
