flightid,depcode,arrcode,depdate,arrdate,deptime,arrtime,depterminal,arrterminal,flightno,journey,class,bookingclass
1606269,NCL,AMS,2018-01-11,2018-01-11,09:25:00,11:45:00,,,KL958,out,,
1606269,AMS,JFK,2018-01-11,2018-01-11,13:30:00,15:55:00,,4,KL641,out,,
1606269,JFK,AMS,2018-01-15,2018-01-16,21:40:00,10:40:00,4,,KL644,in,,
1606269,AMS,NCL,2018-01-16,2018-01-16,12:25:00,12:40:00,,,KL959,in,,
1604008,NCL,AMS,2018-01-11,2018-01-11,13:40:00,16:00:00,,,KL960,out,,
1604008,AMS,JFK,2018-01-11,2018-01-11,17:10:00,19:30:00,,4,KL643,out,,
1604008,JFK,AMS,2018-01-15,2018-01-16,21:40:00,10:40:00,4,,KL644,in,,
1604008,AMS,NCL,2018-01-16,2018-01-16,12:25:00,12:40:00,,,KL959,in,,
1604978,NCL,AMS,2018-01-11,2018-01-11,13:40:00,16:00:00,,,KL960,out,,
1604978,AMS,JFK,2018-01-11,2018-01-11,17:10:00,19:30:00,,4,KL643,out,,
1604978,JFK,CDG,2018-01-15,2018-01-16,19:05:00,08:15:00,1,2E,AF7,in,,
1604978,CDG,NCL,2018-01-16,2018-01-16,09:45:00,10:35:00,2E,,AF1058,in,,
1854202,LHR,KUL,2018-01-11,2018-01-12,10:00:00,07:00:00,4,M,MH3,out,,
1854202,KUL,SGN,2018-01-12,2018-01-12,09:00:00,10:00:00,M,2,MH750,out,,
1689392,UVF,BGI,2018-01-18,2018-01-18,17:20:00,00:00:00,,,MT2636,in,,
1689392,BGI,MAN,2018-01-19,2018-01-19,00:00:00,08:25:00,,1,MT2636,in,,
1699644,MAN,UVF,2018-01-11,2018-01-11,11:10:00,00:00:00,1,,MT2636,out,,
1699644,UVF,BGI,2018-01-11,2018-01-11,00:00:00,18:05:00,,,MT2636,out,,
1708207,UVF,BGI,2018-01-18,2018-01-18,17:20:00,00:00:00,,,MT2636,in,,
1708207,BGI,MAN,2018-01-19,2018-01-19,00:00:00,08:25:00,,1,MT2636,in,,
1709379,UVF,BGI,2018-01-18,2018-01-18,17:20:00,00:00:00,,,MT2636,in,,
1709379,BGI,MAN,2018-01-19,2018-01-19,00:00:00,08:25:00,,1,MT2636,in,,
1709415,UVF,BGI,2018-01-18,2018-01-18,17:20:00,00:00:00,,,MT2636,in,,
1709415,BGI,MAN,2018-01-19,2018-01-19,00:00:00,08:25:00,,1,MT2636,in,,
1711579,UVF,BGI,2018-01-18,2018-01-18,17:20:00,00:00:00,,,MT2636,in,,
1711579,BGI,MAN,2018-01-19,2018-01-19,00:00:00,08:25:00,,1,MT2636,in,,
1713997,UVF,BGI,2018-01-18,2018-01-18,17:20:00,00:00:00,,,MT2636,in,,
1713997,BGI,MAN,2018-01-19,2018-01-19,00:00:00,08:25:00,,1,MT2636,in,,
1746662,UVF,BGI,2018-01-25,2018-01-25,17:20:00,00:00:00,,,MT2636,in,,
1746662,BGI,MAN,2018-01-26,2018-01-26,00:00:00,08:25:00,,1,MT2636,in,,
1757520,UVF,BGI,2018-02-01,2018-02-01,17:20:00,00:00:00,,,MT2636,in,,
1757520,BGI,MAN,2018-02-02,2018-02-02,00:00:00,08:25:00,,1,MT2636,in,,
1791949,UVF,BGI,2018-01-25,2018-01-25,17:20:00,00:00:00,,,MT2636,in,,
1791949,BGI,MAN,2018-01-26,2018-01-26,00:00:00,08:25:00,,1,MT2636,in,,
1746833,MAN,DOH,2018-01-11,2018-01-12,21:00:00,06:45:00,2,,QR24,out,,
1746833,DOH,SIN,2018-01-12,2018-01-12,08:55:00,21:30:00,,3,QR944,out,,
1746833,SIN,DOH,2018-01-29,2018-01-29,10:45:00,13:50:00,3,,QR943,in,,
1746833,DOH,MAN,2018-01-29,2018-01-29,14:40:00,19:20:00,,2,QR23,in,,
1620493,MAN,BRU,2018-01-11,2018-01-11,06:15:00,08:35:00,1,,SN2184,out,,
1620493,BRU,EWR,2018-01-11,2018-01-11,10:10:00,13:10:00,,B,SN8807,out,,
1620493,EWR,FRA,2018-01-15,2018-01-16,19:45:00,09:15:00,C,1,UA960,in,,
1620493,FRA,MAN,2018-01-16,2018-01-16,11:00:00,11:45:00,1,1,UA9042,in,,
1784564,LHR,IST,2018-01-11,2018-01-11,16:25:00,23:10:00,2,I,TK1986,out,,
1784564,IST,SIN,2018-01-12,2018-01-12,02:25:00,17:45:00,I,1,TK54,out,,
1784564,SIN,IST,2018-01-30,2018-01-30,00:05:00,06:25:00,1,I,TK55,in,,
1784564,IST,LHR,2018-01-30,2018-01-30,08:40:00,09:50:00,I,2,TK1979,in,,
1620786,MAN,BRU,2018-01-11,2018-01-11,06:15:00,08:35:00,1,,UA9908,out,,
1620786,BRU,EWR,2018-01-11,2018-01-11,10:10:00,13:10:00,,B,UA998,out,,
1620786,EWR,FRA,2018-01-15,2018-01-16,19:45:00,09:15:00,C,1,UA960,in,,
1620786,FRA,MAN,2018-01-16,2018-01-16,11:00:00,11:45:00,1,1,UA9042,in,,
1849637,NCL,CDG,2018-01-12,2018-01-12,11:05:00,14:00:00,,2E,AF1059,out,,
1849637,CDG,TUN,2018-01-13,2018-01-13,06:45:00,09:10:00,2E,M,AF1084,out,,
1849637,TUN,CDG,2018-01-20,2018-01-20,10:05:00,12:45:00,M,2E,AF1085,in,,
1849637,CDG,NCL,2018-01-20,2018-01-20,15:00:00,15:50:00,2E,,AF1158,in,,
1755917,BHX,CDG,2018-01-12,2018-01-12,06:35:00,09:05:00,,2E,AF5019,out,,
1755917,CDG,AUH,2018-01-12,2018-01-12,10:30:00,20:20:00,2C,3,AF3800,out,,
1755917,SIN,CDG,2018-01-29,2018-01-30,23:05:00,06:10:00,1,2E,AF257,in,,
1755917,CDG,BHX,2018-01-30,2018-01-30,09:50:00,10:15:00,2E,,AF5018,in,,
1601356,NCL,LHR,2018-01-12,2018-01-12,07:50:00,09:15:00,,5,BA1321,out,,
1601356,LHR,JFK,2018-01-12,2018-01-12,11:05:00,14:20:00,5,7,BA173,out,,
1601356,EWR,LHR,2018-01-16,2018-01-17,18:40:00,06:30:00,B,5,BA184,in,,
1601356,LHR,NCL,2018-01-17,2018-01-17,09:45:00,11:00:00,5,,BA1326,in,,
1610764,NCL,LHR,2018-01-12,2018-01-12,07:50:00,09:15:00,,5,BA1321,out,,
1610764,LHR,KEF,2018-01-12,2018-01-12,10:55:00,14:15:00,5,,BA800,out,,
1610764,KEF,LHR,2018-01-16,2018-01-16,14:40:00,17:50:00,,5,BA801,in,,
1610764,LHR,NCL,2018-01-16,2018-01-16,19:40:00,20:55:00,5,,BA1338,in,,
1611963,NCL,LHR,2018-01-12,2018-01-12,07:50:00,09:15:00,,5,BA1321,out,,
1611963,LHR,KEF,2018-01-12,2018-01-12,10:55:00,14:15:00,5,,BA800,out,,
1611963,KEF,LHR,2018-01-16,2018-01-16,14:40:00,17:50:00,,5,BA801,in,,
1611963,LHR,NCL,2018-01-16,2018-01-16,19:40:00,20:55:00,5,,BA1338,in,,
1613905,NCL,LHR,2018-01-12,2018-01-12,07:50:00,09:15:00,,5,BA1321,out,,
1613905,LHR,KEF,2018-01-12,2018-01-12,10:55:00,14:15:00,5,,BA800,out,,
1613905,KEF,LHR,2018-01-16,2018-01-16,14:40:00,17:50:00,,5,BA801,in,,
1613905,LHR,NCL,2018-01-16,2018-01-16,19:40:00,20:55:00,5,,BA1338,in,,
1615833,NCL,LHR,2018-01-12,2018-01-12,07:50:00,09:15:00,,5,BA1321,out,,
1615833,LHR,KEF,2018-01-12,2018-01-12,10:55:00,14:15:00,5,,BA800,out,,
1615833,KEF,LHR,2018-01-16,2018-01-16,14:40:00,17:50:00,,5,BA801,in,,
1615833,LHR,NCL,2018-01-16,2018-01-16,19:40:00,20:55:00,5,,BA1338,in,,
1633190,NCL,LHR,2018-01-12,2018-01-12,07:50:00,09:15:00,,5,BA1321,out,,
1633190,LHR,LAX,2018-01-12,2018-01-12,10:20:00,13:30:00,5,B,BA283,out,,
1633190,LAX,LHR,2018-01-22,2018-01-23,16:35:00,10:55:00,B,5,BA282,in,,
1633190,LHR,NCL,2018-01-23,2018-01-23,12:25:00,13:40:00,5,,BA1332,in,,
1839935,NCL,LHR,2018-01-12,2018-01-12,07:45:00,09:10:00,,5,BA1321,out,,
1839935,LHR,JFK,2018-01-12,2018-01-12,11:20:00,14:20:00,5,7,BA173,out,,
1839935,JFK,BOS,2018-01-16,2018-01-16,17:14:00,18:36:00,8,B,AA4630,in,,
1839935,BOS,LHR,2018-01-16,2018-01-17,21:15:00,08:45:00,E,5,BA214,in,,
1839935,LHR,NCL,2018-01-17,2018-01-17,09:45:00,11:00:00,5,,BA1326,in,,
1700527,GLA,LGW,2018-01-12,2018-01-12,07:00:00,08:35:00,M,S,BA2953,out,,
1700527,LGW,BGI,2018-01-12,2018-01-12,13:40:00,18:35:00,S,,BA2153,out,,
1700527,BGI,LGW,2018-01-19,2018-01-20,20:15:00,08:25:00,,S,BA2152,in,,
1700527,LGW,GLA,2018-01-20,2018-01-20,10:10:00,11:40:00,S,M,BA2958,in,,
1812623,GLA,LGW,2018-01-12,2018-01-12,07:05:00,08:35:00,M,S,BA2953,out,,
1812623,LGW,KIN,2018-01-12,2018-01-12,12:10:00,17:15:00,S,,BA2263,out,,
1812623,KIN,LGW,2018-01-22,2018-01-23,19:30:00,09:25:00,,S,BA2262,in,,
1812623,LGW,GLA,2018-01-23,2018-01-23,11:25:00,12:55:00,S,M,BA2958,in,,
1851050,GLA,EXT,2018-01-12,2018-01-12,10:35:00,12:05:00,M,,BE532,out,,
1851050,EXT,JER,2018-01-12,2018-01-12,15:25:00,00:00:00,,,BE311,out,,
1851050,JER,GCI,2018-01-12,2018-01-12,00:00:00,17:00:00,,,BE311,out,,
1851050,GCI,BHX,2018-01-16,2018-01-16,09:30:00,10:40:00,,,BE502,in,,
1851050,BHX,GLA,2018-01-16,2018-01-16,15:15:00,16:30:00,,M,BE790,in,,
1732853,GLA,DUB,2018-01-12,2018-01-12,08:30:00,09:40:00,M,2,EI3221,out,,
1732853,DUB,EWR,2018-01-12,2018-01-12,13:00:00,15:50:00,2,B,EI101,out,,
1732853,EWR,DUB,2018-01-17,2018-01-18,17:50:00,05:15:00,B,2,EI100,in,,
1732853,DUB,GLA,2018-01-18,2018-01-18,07:00:00,08:05:00,2,M,EI3220,in,,
1732856,GLA,DUB,2018-01-12,2018-01-12,08:30:00,09:40:00,M,2,EI3221,out,,
1732856,DUB,EWR,2018-01-12,2018-01-12,13:00:00,15:50:00,2,B,EI101,out,,
1732856,EWR,DUB,2018-01-17,2018-01-18,17:50:00,05:15:00,B,2,EI100,in,,
1732856,DUB,GLA,2018-01-18,2018-01-18,10:05:00,11:10:00,2,M,EI3222,in,,
1815943,ABZ,DUB,2018-01-12,2018-01-12,09:05:00,10:45:00,,2,EI3241,out,,
1815943,DUB,MIA,2018-01-12,2018-01-12,15:15:00,19:30:00,2,,EI141,out,,
1815943,MIA,DUB,2018-01-21,2018-01-22,21:20:00,10:45:00,,2,EI140,in,,
1815943,DUB,ABZ,2018-01-22,2018-01-22,15:20:00,16:55:00,2,,EI3244,in,,
1756509,MAN,DUB,2018-01-12,2018-01-12,11:25:00,12:35:00,1,2,EI3323,out,,
1756509,DUB,MIA,2018-01-12,2018-01-12,15:15:00,19:30:00,2,,EI141,out,,
1756509,MIA,DUB,2018-02-04,2018-02-05,21:20:00,10:45:00,,2,EI140,in,,
1756509,DUB,MAN,2018-02-05,2018-02-05,12:15:00,13:15:00,2,1,EI204,in,,
1756514,MAN,DUB,2018-01-12,2018-01-12,11:25:00,12:35:00,1,2,EI3323,out,,
1756514,DUB,MIA,2018-01-12,2018-01-12,15:15:00,19:30:00,2,,EI141,out,,
1756514,MIA,DUB,2018-02-04,2018-02-05,21:20:00,10:45:00,,2,EI140,in,,
1756514,DUB,MAN,2018-02-05,2018-02-05,12:15:00,13:15:00,2,1,EI204,in,,
1820359,MAN,DUB,2018-01-12,2018-01-12,11:35:00,12:50:00,1,2,EI3323,out,,
1820359,DUB,MIA,2018-01-12,2018-01-12,15:15:00,19:30:00,2,,EI141,out,,
1820359,MIA,DUB,2018-01-21,2018-01-22,21:20:00,10:45:00,,2,EI140,in,,
1820359,DUB,MAN,2018-01-22,2018-01-22,12:15:00,13:15:00,2,1,EI204,in,,
1638298,NCL,DUB,2018-01-12,2018-01-12,08:30:00,09:40:00,,2,EI3351,out,,
1638298,DUB,JFK,2018-01-12,2018-01-12,10:50:00,13:40:00,2,5,EI105,out,,
1638298,JFK,DUB,2018-01-16,2018-01-17,17:30:00,05:00:00,5,2,EI104,in,,
1638298,DUB,NCL,2018-01-17,2018-01-17,06:50:00,08:05:00,2,,EI3350,in,,
1655243,NCL,DUB,2018-01-12,2018-01-12,08:30:00,09:40:00,,2,EI3351,out,Economy,
1655243,DUB,JFK,2018-01-12,2018-01-12,10:50:00,13:40:00,2,5,EI105,out,Economy,
1655243,JFK,DUB,2018-01-17,2018-01-18,17:30:00,05:00:00,5,2,EI104,in,Economy,
1655243,DUB,NCL,2018-01-18,2018-01-18,06:50:00,08:05:00,2,,EI3350,in,Economy,
1753830,LGW,DXB,2018-01-12,2018-01-13,20:25:00,07:20:00,N,3,EK10,out,,
1753830,DXB,BKK,2018-01-13,2018-01-13,08:50:00,17:55:00,3,,EK418,out,,
1753830,BKK,DXB,2018-01-23,2018-01-24,20:35:00,00:50:00,,3,EK373,in,,
1753830,DXB,LGW,2018-01-24,2018-01-24,02:50:00,06:40:00,3,N,EK11,in,,
1710957,GLA,DXB,2018-01-12,2018-01-13,13:00:00,00:30:00,M,3,EK28,out,,
1710957,DXB,TRV,2018-01-13,2018-01-13,02:55:00,08:30:00,3,,EK520,out,,
1710957,TRV,DXB,2018-01-27,2018-01-27,10:05:00,12:55:00,,3,EK521,in,,
1710957,DXB,GLA,2018-01-27,2018-01-27,14:50:00,19:00:00,3,M,EK25,in,,
1726084,GLA,DXB,2018-01-12,2018-01-13,13:00:00,00:30:00,M,3,EK28,out,,
1726084,DXB,BKK,2018-01-13,2018-01-13,03:30:00,12:35:00,3,,EK376,out,,
1726084,BKK,DXB,2018-04-10,2018-04-10,01:15:00,04:45:00,,3,EK385,in,,
1726084,DXB,GLA,2018-04-10,2018-04-10,07:50:00,12:35:00,3,M,EK27,in,,
1726421,GLA,DXB,2018-01-12,2018-01-13,13:00:00,00:30:00,M,3,EK28,out,,
1726421,DXB,BKK,2018-01-13,2018-01-13,03:30:00,12:35:00,3,,EK376,out,,
1726421,BKK,DXB,2018-02-10,2018-02-10,09:30:00,13:15:00,,3,EK375,in,,
1726421,DXB,GLA,2018-02-10,2018-02-10,14:50:00,19:00:00,3,M,EK25,in,,
1699797,SIN,AUH,2018-02-11,2018-02-11,19:20:00,23:00:00,2,3,EY473,in,,
1699797,AUH,LHR,2018-02-12,2018-02-12,02:20:00,06:40:00,3,4,EY11,in,,
1653228,MAN,AUH,2018-01-12,2018-01-12,08:10:00,19:20:00,1,3,EY16,out,Economy,
1653228,AUH,PER,2018-01-12,2018-01-13,22:05:00,13:05:00,3,1,EY486,out,Economy,
1653228,PER,AUH,2018-02-23,2018-02-24,17:05:00,00:35:00,1,3,EY487,in,Economy,
1653228,AUH,MAN,2018-02-24,2018-02-24,02:30:00,06:40:00,3,1,EY15,in,Economy,
1831509,BRS,AMS,2018-01-12,2018-01-12,06:15:00,08:45:00,,,KL1046,out,,
1831509,AMS,LUX,2018-01-12,2018-01-12,09:30:00,10:30:00,,,KL1739,out,,
1831509,LUX,AMS,2018-01-14,2018-01-14,18:20:00,19:35:00,,,KL1746,in,,
1831509,AMS,BRS,2018-01-14,2018-01-14,21:30:00,21:45:00,,,KL1057,in,,
1853741,LBA,AMS,2018-01-12,2018-01-12,06:10:00,08:30:00,,,KL1540,out,,
1853741,AMS,SEA,2018-01-12,2018-01-12,09:50:00,11:22:00,,,KL6033,out,,
1853741,SEA,AMS,2018-02-01,2018-02-02,13:24:00,08:30:00,,,KL6032,in,,
1853741,AMS,LBA,2018-02-02,2018-02-02,09:30:00,09:40:00,,,KL1545,in,,
1604264,NCL,AMS,2018-01-12,2018-01-12,05:50:00,08:15:00,,,KL952,out,,
1604264,AMS,JFK,2018-01-12,2018-01-12,13:30:00,15:55:00,,4,KL641,out,,
1604264,JFK,AMS,2018-01-16,2018-01-17,17:55:00,06:55:00,4,,KL642,in,,
1604264,AMS,NCL,2018-01-17,2018-01-17,08:20:00,08:40:00,,,KL957,in,,
1604319,NCL,AMS,2018-01-12,2018-01-12,09:25:00,11:45:00,,,KL958,out,,
1604319,AMS,JFK,2018-01-12,2018-01-12,13:30:00,15:55:00,,4,KL641,out,,
1604319,JFK,AMS,2018-01-16,2018-01-17,17:55:00,06:55:00,4,,KL642,in,,
1604319,AMS,NCL,2018-01-17,2018-01-17,08:20:00,08:40:00,,,KL957,in,,
1604934,NCL,AMS,2018-01-12,2018-01-12,09:25:00,11:45:00,,,KL958,out,,
1604934,AMS,JFK,2018-01-12,2018-01-12,13:30:00,15:55:00,,4,KL641,out,,
1604934,JFK,CDG,2018-01-15,2018-01-16,19:05:00,08:15:00,1,2E,AF7,in,,
1604934,CDG,NCL,2018-01-16,2018-01-16,09:45:00,10:35:00,2E,,AF1058,in,,
1604947,NCL,AMS,2018-01-12,2018-01-12,09:25:00,11:45:00,,,KL958,out,,
1604947,AMS,JFK,2018-01-12,2018-01-12,13:30:00,15:55:00,,4,KL641,out,,
1604947,JFK,AMS,2018-01-16,2018-01-17,21:40:00,10:40:00,4,,KL644,in,,
1604947,AMS,NCL,2018-01-17,2018-01-17,12:25:00,12:40:00,,,KL959,in,,
1605527,NCL,AMS,2018-01-12,2018-01-12,13:25:00,15:45:00,,,KL960,out,,
1605527,AMS,JFK,2018-01-12,2018-01-12,17:10:00,19:30:00,,4,KL643,out,,
1605527,JFK,AMS,2018-01-16,2018-01-17,17:55:00,06:55:00,4,,KL642,in,,
1605527,AMS,NCL,2018-01-17,2018-01-17,08:20:00,08:40:00,,,KL957,in,,
1605858,NCL,AMS,2018-01-12,2018-01-12,13:25:00,15:45:00,,,KL960,out,,
1605858,AMS,JFK,2018-01-12,2018-01-12,17:10:00,19:30:00,,4,KL643,out,,
1605858,JFK,CDG,2018-01-16,2018-01-17,16:40:00,05:45:00,1,2E,AF23,in,,
1605858,CDG,NCL,2018-01-17,2018-01-17,09:45:00,10:35:00,2E,,AF1058,in,,
1606273,NCL,AMS,2018-01-12,2018-01-12,13:25:00,15:45:00,,,KL960,out,,
1606273,AMS,JFK,2018-01-12,2018-01-12,17:10:00,19:30:00,,4,KL643,out,,
1606273,JFK,CDG,2018-01-16,2018-01-17,16:40:00,05:45:00,1,2E,AF23,in,,
1606273,CDG,NCL,2018-01-17,2018-01-17,09:45:00,10:35:00,2E,,AF1058,in,,
1606657,NCL,AMS,2018-01-12,2018-01-12,13:25:00,15:45:00,,,KL960,out,,
1606657,AMS,JFK,2018-01-12,2018-01-12,17:10:00,19:30:00,,4,KL643,out,,
1606657,JFK,AMS,2018-01-16,2018-01-17,21:40:00,10:40:00,4,,KL644,in,,
1606657,AMS,NCL,2018-01-17,2018-01-17,12:25:00,12:40:00,,,KL959,in,,
1856012,NCL,AMS,2018-01-12,2018-01-12,13:25:00,15:45:00,,,KL960,out,,
1856012,AMS,IKA,2018-01-12,2018-01-13,17:40:00,01:20:00,,,KL433,out,,
1856012,IKA,AMS,2018-01-27,2018-01-27,03:20:00,06:50:00,,,KL434,in,,
1856012,AMS,NCL,2018-01-27,2018-01-27,08:20:00,08:40:00,,,KL957,in,,
1636259,LHR,ZRH,2018-01-12,2018-01-12,06:00:00,08:40:00,2,,LX345,out,,
1636259,ZRH,MIA,2018-01-12,2018-01-12,09:50:00,14:35:00,,,LX66,out,,
1636259,MIA,ZRH,2018-02-18,2018-02-19,20:05:00,11:00:00,,,LX65,in,,
1636259,ZRH,LHR,2018-02-19,2018-02-19,12:05:00,13:00:00,,2,LX332,in,,
1794762,LHR,KUL,2018-01-12,2018-01-13,21:25:00,18:25:00,4,M,MH1,out,,
1794762,KUL,AKL,2018-01-13,2018-01-14,21:45:00,13:05:00,M,I,MH131,out,,
1794762,AKL,KUL,2018-03-11,2018-03-11,00:55:00,06:55:00,I,M,MH132,in,,
1794762,KUL,LHR,2018-03-11,2018-03-11,09:00:00,15:25:00,M,4,MH4,in,,
1784864,LHR,DXB,2018-01-12,2018-01-12,11:55:00,23:05:00,3,3,QF10,out,,
1784864,DXB,ADL,2018-01-13,2018-01-13,02:00:00,20:50:00,3,1,QF8440,out,,
1784864,ADL,DXB,2018-01-26,2018-01-27,22:35:00,05:15:00,1,3,QF8441,in,,
1784864,DXB,LHR,2018-01-27,2018-01-27,08:30:00,12:40:00,3,3,QF9,in,,
1680897,EDI,DOH,2018-01-12,2018-01-12,07:35:00,17:30:00,,,QR32,out,,
1680897,DOH,GOI,2018-01-12,2018-01-13,20:30:00,02:35:00,,,QR522,out,,
1680897,GOI,DOH,2018-01-27,2018-01-27,03:50:00,05:25:00,,,QR523,in,,
1680897,DOH,EDI,2018-01-27,2018-01-27,07:05:00,11:50:00,,,QR29,in,,
1727535,GLA,EWR,2018-01-12,2018-01-12,09:00:00,11:55:00,M,B,UA162,out,,
1727535,EWR,FLL,2018-01-12,2018-01-12,14:40:00,17:31:00,C,1,UA1790,out,,
1727535,FLL,EWR,2018-01-28,2018-01-28,13:30:00,16:45:00,1,C,UA1417,in,,
1727535,EWR,GLA,2018-01-28,2018-01-29,20:00:00,07:30:00,C,M,UA161,in,,
1688769,LGW,UVF,2018-01-12,2018-01-12,09:00:00,00:00:00,N,,VS89,out,,
1688769,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:20:00,,,VS89,out,,
1688769,GND,UVF,2018-01-19,2018-01-19,18:05:00,00:00:00,,,VS90,in,,
1688769,UVF,LGW,2018-01-20,2018-01-20,00:00:00,08:40:00,,N,VS90,in,,
1691665,LGW,UVF,2018-01-12,2018-01-12,09:00:00,00:00:00,N,,VS89,out,,
1691665,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:20:00,,,VS89,out,,
1691665,GND,UVF,2018-01-22,2018-01-22,18:05:00,00:00:00,,,VS90,in,,
1691665,UVF,LGW,2018-01-23,2018-01-23,00:00:00,08:40:00,,N,VS90,in,,
1699410,LGW,UVF,2018-01-12,2018-01-12,09:00:00,00:00:00,N,,VS89,out,,
1699410,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:20:00,,,VS89,out,,
1699410,GND,UVF,2018-01-22,2018-01-22,18:05:00,00:00:00,,,VS90,in,,
1699410,UVF,LGW,2018-01-23,2018-01-23,00:00:00,08:40:00,,N,VS90,in,,
1703543,LGW,UVF,2018-01-12,2018-01-12,09:00:00,00:00:00,N,,VS89,out,,
1703543,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:20:00,,,VS89,out,,
1703543,GND,UVF,2018-01-22,2018-01-22,18:05:00,00:00:00,,,VS90,in,,
1703543,UVF,LGW,2018-01-23,2018-01-23,00:00:00,08:40:00,,N,VS90,in,,
1713434,LGW,UVF,2018-01-12,2018-01-12,09:00:00,00:00:00,N,,VS89,out,,
1713434,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:20:00,,,VS89,out,,
1713434,GND,UVF,2018-01-19,2018-01-19,18:05:00,00:00:00,,,VS90,in,,
1713434,UVF,LGW,2018-01-20,2018-01-20,00:00:00,08:40:00,,N,VS90,in,,
1772480,LGW,UVF,2018-01-12,2018-01-12,09:00:00,00:00:00,N,,VS89,out,,
1772480,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:20:00,,,VS89,out,,
1772480,GND,UVF,2018-01-22,2018-01-22,18:05:00,00:00:00,,,VS90,in,,
1772480,UVF,LGW,2018-01-23,2018-01-23,00:00:00,08:40:00,,N,VS90,in,,
1788829,LGW,UVF,2018-01-12,2018-01-12,09:05:00,00:00:00,N,,VS89,out,,
1788829,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:05:00,,,VS89,out,,
1788829,GND,UVF,2018-01-22,2018-01-22,18:00:00,00:00:00,,,VS90,in,,
1788829,UVF,LGW,2018-01-23,2018-01-23,00:00:00,08:40:00,,N,VS90,in,,
1839692,LGW,UVF,2018-01-12,2018-01-12,09:05:00,00:00:00,N,,VS89,out,,
1839692,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:05:00,,,VS89,out,,
1839692,GND,UVF,2018-01-22,2018-01-22,18:00:00,00:00:00,,,VS90,in,,
1839692,UVF,LGW,2018-01-23,2018-01-23,00:00:00,08:40:00,,N,VS90,in,,
1841297,LGW,UVF,2018-01-12,2018-01-12,09:05:00,00:00:00,N,,VS89,out,,
1841297,UVF,GND,2018-01-12,2018-01-12,00:00:00,16:05:00,,,VS89,out,,
1841297,GND,UVF,2018-01-26,2018-01-26,17:50:00,00:00:00,,,VS90,in,,
1841297,UVF,LGW,2018-01-27,2018-01-27,00:00:00,08:20:00,,N,VS90,in,,
1604587,NCL,CDG,2018-01-13,2018-01-13,06:10:00,09:00:00,,2E,AF1559,out,,
1604587,CDG,JFK,2018-01-13,2018-01-13,13:35:00,16:05:00,2E,1,AF6,out,,
1604587,JFK,AMS,2018-01-17,2018-01-18,17:55:00,06:55:00,4,,KL642,in,,
1604587,AMS,NCL,2018-01-18,2018-01-18,08:20:00,08:40:00,,,KL957,in,,
1601645,NCL,LHR,2018-01-13,2018-01-13,07:50:00,09:15:00,,5,BA1321,out,,
1601645,LHR,JFK,2018-01-13,2018-01-13,11:05:00,14:20:00,5,7,BA173,out,,
1601645,JFK,LHR,2018-01-17,2018-01-18,18:35:00,06:25:00,7,5,BA112,in,,
1601645,LHR,NCL,2018-01-18,2018-01-18,07:35:00,08:45:00,5,,BA1324,in,,
1613464,NCL,LHR,2018-01-13,2018-01-13,07:50:00,09:15:00,,5,BA1321,out,,
1613464,LHR,JFK,2018-01-13,2018-01-13,11:05:00,14:20:00,5,7,BA173,out,,
1613464,JFK,LHR,2018-01-16,2018-01-17,20:50:00,08:45:00,7,5,BA172,in,,
1613464,LHR,NCL,2018-01-17,2018-01-17,09:45:00,11:00:00,5,,BA1326,in,,
1740658,MAN,LHR,2018-01-13,2018-01-13,08:05:00,09:15:00,3,5,BA1385,out,,
1740658,LHR,BGI,2018-01-13,2018-01-13,13:15:00,17:55:00,3,,VS131,out,,
1740658,BGI,LHR,2018-01-23,2018-01-24,20:15:00,07:55:00,,3,VS132,in,,
1740658,LHR,MAN,2018-01-24,2018-01-24,13:15:00,14:15:00,5,3,BA1394,in,,
1690545,LGW,UVF,2018-01-13,2018-01-13,10:05:00,00:00:00,S,,BA2159,out,,
1690545,UVF,GND,2018-01-13,2018-01-13,00:00:00,16:50:00,,,BA2159,out,,
1690545,GND,UVF,2018-01-24,2018-01-24,18:20:00,00:00:00,,,BA2158,in,,
1690545,UVF,LGW,2018-01-25,2018-01-25,00:00:00,08:20:00,,S,BA2158,in,,
1664495,MAN,DUB,2018-01-13,2018-01-13,08:00:00,09:00:00,1,2,EI203,out,,
1664495,DUB,JFK,2018-01-13,2018-01-13,10:50:00,13:40:00,2,5,EI105,out,,
1664495,JFK,DUB,2018-01-17,2018-01-18,17:30:00,05:00:00,5,2,EI104,in,,
1664495,DUB,MAN,2018-01-18,2018-01-18,06:30:00,07:30:00,2,1,EI202,in,,
1733472,GLA,DUB,2018-01-13,2018-01-13,08:30:00,09:40:00,M,2,EI3221,out,,
1733472,DUB,JFK,2018-01-13,2018-01-13,10:50:00,13:40:00,2,5,EI105,out,,
1733472,JFK,DUB,2018-01-18,2018-01-19,21:10:00,08:40:00,5,2,EI108,in,,
